task_name : realsense
sensor : Realsense
version : sequence
task_root : /home/tykim/DreamTask/DreamDataset/Realsense
note_path : /home/tykim/DreamTask/PhysicalAI_DreamBench/Data/Output/Dream/Realsense/note.txt
population_size : 10000
elite_fraction : 0.05
smoothing : 0.1
num_workers : 32

binary_weight : 1.0
depth_weight : 1e-06

[FRAME 0000] 000000.rgb_mask_00 iter=7/30 iter_reward=266664.0000 running_best_reward=276036.0000 iter_elapsed=0.36s
[FRAME 0000] 000000.rgb_mask_00 iter=8/30 iter_reward=273006.0000 running_best_reward=276036.0000 iter_elapsed=0.48s
[FRAME 0000] 000000.rgb_mask_00 iter=9/30 iter_reward=267748.0000 running_best_reward=276036.0000 iter_elapsed=0.59s
[FRAME 0000] 000000.rgb_mask_00 iter=10/30 iter_reward=269966.0000 running_best_reward=276036.0000 iter_elapsed=0.44s
[FRAME 0000] 000000.rgb_mask_00 iter=11/30 iter_reward=269938.0000 running_best_reward=276036.0000 iter_elapsed=0.52s
[FRAME 0000] 000000.rgb_mask_00 iter=12/30 iter_reward=268338.0000 running_best_reward=276036.0000 iter_elapsed=0.52s
[FRAME 0000] 000000.rgb_mask_00 iter=13/30 iter_reward=272684.0000 running_best_reward=276036.0000 iter_elapsed=0.55s
[FRAME 0000] 000000.rgb_mask_00 iter=14/30 iter_reward=268746.0000 running_best_reward=276036.0000 iter_elapsed=0.51s
[FRAME 0000] 000000.rgb_mask_00 iter=15/30 iter_reward=275872.0000 running_best_reward=276036.0000 iter_elapsed=0.55s
[FRAME 0000] 000000.rgb_mask_00 iter=16/30 iter_reward=273052.0000 running_best_reward=276036.0000 iter_elapsed=0.46s
[FRAME 0000] 000000.rgb_mask_00 iter=17/30 iter_reward=273576.0000 running_best_reward=276036.0000 iter_elapsed=0.55s
[FRAME 0000] 000000.rgb_mask_00 iter=18/30 iter_reward=270652.0000 running_best_reward=276036.0000 iter_elapsed=0.42s
[FRAME 0000] 000000.rgb_mask_00 iter=19/30 iter_reward=275574.0000 running_best_reward=276036.0000 iter_elapsed=0.43s
